contrast,nominal_fallback_budget,metric,estimate,bootstrap_ci_lower,bootstrap_ci_upper,n_documents,bootstrap_replicates
q_minus_kbar_minus_raw_q,0.1,precision,0.0914856549620771,0.08823856526345006,0.09456803515974269,959,2000
q_minus_kbar_minus_raw_q,0.1,recall,0.04818888327809294,0.046475225802631935,0.0498605117859415,959,2000
q_minus_kbar_minus_raw_q,0.1,f1,0.06302777312273294,0.06084262229912586,0.0651618825543702,959,2000
q_minus_kbar_minus_raw_q,0.2,precision,0.07181538500157059,0.06940613929594386,0.07416303029183254,959,2000
q_minus_kbar_minus_raw_q,0.2,recall,0.07181538500157059,0.06940613929594386,0.07416303029183254,959,2000
q_minus_kbar_minus_raw_q,0.2,f1,0.07181538500157059,0.06940613929594386,0.07416303029183254,959,2000
